date,value
2020-06-04T01:50:09,52354
2020-06-04T01:51:14,50826
2020-06-04T01:52:19,51189
2020-06-04T01:53:24,52518
2020-06-04T01:54:29,52429
2020-06-04T01:56:39,54232
2020-06-04T01:57:44,54288
2020-06-04T01:58:49,54293
2020-06-04T01:59:54,54616
2020-06-04T02:01:00,54662
2020-06-04T02:02:05,54642
2020-06-04T02:03:10,54531
2020-06-04T02:04:15,54467
2020-06-04T02:05:20,55128
2020-06-04T02:06:25,55139
2020-06-04T02:08:35,55153
2020-06-04T02:09:40,55194
2020-06-04T02:10:45,55274
2020-06-04T02:11:50,55335
2020-06-04T02:12:55,55328
2020-06-04T02:14:00,55400
2020-06-04T02:15:05,55451
2020-06-04T02:16:10,55437
2020-06-04T02:17:15,56244
2020-06-04T02:18:20,56228
2020-06-04T02:19:25,56323
2020-06-04T02:20:30,56302
2020-06-04T02:21:35,56333
2020-06-04T02:22:39,56454
2020-06-04T02:23:44,56313
2020-06-04T02:24:49,56267
2020-06-04T02:25:54,56002
2020-06-04T02:26:59,56240
2020-06-04T02:28:04,56211
2020-06-04T02:30:14,56228
2020-06-04T02:32:24,56125
2020-06-04T02:33:29,56051
2020-06-04T02:34:34,56022
2020-06-04T02:35:39,55911
2020-06-04T02:36:44,55899
2020-06-04T02:37:49,55851
2020-06-04T02:38:54,55911
2020-06-04T02:42:09,56023
2020-06-04T02:45:24,56086
2020-06-04T02:47:34,56061
2020-06-04T02:48:39,56082
